prefecture_id,prefecture,level,parent_slug,parent_name,child_name,url,has_children,seo_keyword
12,千葉県,station,matsudo,松戸・八柱,松戸駅,/matsudo/matsudo-station/all/,,松戸 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,新松戸駅,/matsudo/shinmatsudo-station/all/,,新松戸 メンズエステ
12,千葉県,station,matsudo,松戸・八柱,八柱駅・新八柱駅,/matsudo/yabashira-station/all/,,八柱 メンズエステ
12,千葉県,station,tsudanuma,津田沼・習志野,北習志野駅,/tsudanuma/kitanarashino-station/all/,,北習志野 メンズエステ
12,千葉県,station,tsudanuma,津田沼・習志野,実籾駅,/tsudanuma/mimomi-station/all/,,実籾 メンズエステ
12,千葉県,station,tsudanuma,津田沼・習志野,高根公団駅,/tsudanuma/takanekodan-station/all/,,高根公団 メンズエステ
12,千葉県,station,tsudanuma,津田沼・習志野,津田沼駅,/tsudanuma/tsudanuma-station/all/,,津田沼 メンズエステ
12,千葉県,station,urayasu,浦安・行徳,行徳駅,/urayasu/gyotoku-station/all/,,行徳 メンズエステ
12,千葉県,station,urayasu,浦安・行徳,南行徳駅,/urayasu/minamigyotoku-station/all/,,南行徳 メンズエステ
12,千葉県,station,urayasu,浦安・行徳,妙典駅,/urayasu/myoden-station/all/,,妙典 メンズエステ
12,千葉県,station,urayasu,浦安・行徳,浦安駅,/urayasu/urayasu-station/all/,,浦安 メンズエステ
12,千葉県,city,ichihara,市原・木更津・房総,市原市,/ichihara/ichihara-city/all/,,市原 メンズエステ
12,千葉県,city,ichihara,市原・木更津・房総,君津市,/ichihara/kimitsu-city/all/,,君津 メンズエステ
12,千葉県,city,ichihara,市原・木更津・房総,木更津市,/ichihara/kisarazu-city/all/,,木更津 メンズエステ
12,千葉県,city,ichihara,市原・木更津・房総,茂原市,/ichihara/mobara-city/all/,,茂原 メンズエステ
12,千葉県,city,ichihara,市原・木更津・房総,袖ヶ浦市,/ichihara/sodegaura-city/all/,,袖ヶ浦 メンズエステ
12,千葉県,city,kashiwa,柏・我孫子,印西市,/kashiwa/inzai-city/all/,,印西 メンズエステ
12,千葉県,city,matsudo,松戸・八柱,鎌ケ谷市,/matsudo/kamagaya-city/all/,,鎌ケ谷 メンズエステ
12,千葉県,city,matsudo,松戸・八柱,流山市,/matsudo/nagareyama-city/all/,,流山 メンズエステ
12,千葉県,city,matsudo,松戸・八柱,野田市,/matsudo/noda-city/all/,,野田 メンズエステ
12,千葉県,city,narita,成田・富里,旭市,/narita/asahi-city/all/,,旭 メンズエステ
12,千葉県,city,narita,成田・富里,香取市,/narita/katori-city/all/,,香取 メンズエステ
12,千葉県,city,narita,成田・富里,成田市,/narita/narita-city/all/,,成田 メンズエステ
12,千葉県,city,narita,成田・富里,東金市,/narita/togane-city/all/,,東金 メンズエステ
12,千葉県,city,narita,成田・富里,富里市,/narita/tomisato-city/all/,,富里 メンズエステ
12,千葉県,city,yachiyo,八千代・四街道・佐倉,佐倉市,/yachiyo/sakura-city/all/,,佐倉 メンズエステ
12,千葉県,city,yachiyo,八千代・四街道・佐倉,八千代市,/yachiyo/yachiyo-city/all/,,八千代 メンズエステ
12,千葉県,city,yachiyo,八千代・四街道・佐倉,四街道市,/yachiyo/yotsukaido-city/all/,,四街道 メンズエステ
13,東京都,parent,akabane,赤羽・王子・板橋,,/akabane/,yes,赤羽 メンズエステ
13,東京都,parent,akasaka,赤坂,,/akasaka/,yes,赤坂 メンズエステ
13,東京都,parent,akihabara,秋葉原,,/akihabara/,yes,秋葉原 メンズエステ
13,東京都,parent,chofu,調布・千歳烏山,,/chofu/,yes,調布 メンズエステ
13,東京都,parent,ebisu,恵比寿・中目黒・代官山,,/ebisu/,yes,恵比寿 メンズエステ
13,東京都,parent,fuchu,府中・聖蹟桜ヶ丘,,/fuchu/,yes,府中 メンズエステ
13,東京都,parent,ginza,銀座,,/ginza/,yes,銀座 メンズエステ
13,東京都,parent,gotanda,五反田,,/gotanda/,yes,五反田 メンズエステ
13,東京都,parent,hachioji,八王子・日野,,/hachioji/,yes,八王子 メンズエステ
13,東京都,parent,haijima,拝島・福生,,/haijima/,yes,拝島 メンズエステ
13,東京都,parent,hatsudai,京王線・初台・笹塚,,/hatsudai/,yes,京王線 メンズエステ
13,東京都,parent,iidabashi,四ツ谷・飯田橋・市ヶ谷,,/iidabashi/,yes,四ツ谷 メンズエステ
13,東京都,parent,ikebukuro,池袋,,/ikebukuro/,yes,池袋 メンズエステ
13,東京都,parent,jiyugaoka,自由が丘・学芸大学,,/jiyugaoka/,yes,自由が丘 メンズエステ
13,東京都,parent,kamata,蒲田,,/kamata/,yes,蒲田 メンズエステ
13,東京都,parent,kameari,北千住・亀有,,/kameari/,yes,北千住 メンズエステ
13,東京都,parent,kameido,亀戸・小岩,,/kameido/,yes,亀戸 メンズエステ
13,東京都,parent,kanda,神田,,/kanda/,yes,神田 メンズエステ
13,東京都,parent,kasai,葛西・西葛西,,/kasai/,yes,葛西 メンズエステ
13,東京都,parent,kichijoji,吉祥寺・三鷹,,/kichijoji/,yes,吉祥寺 メンズエステ
13,東京都,parent,kinshicho,錦糸町・押上・両国,,/kinshicho/,yes,錦糸町 メンズエステ
13,東京都,parent,kokubunji,国分寺・国立,,/kokubunji/,yes,国分寺 メンズエステ
13,東京都,parent,kumegawa,久米川・秋津,,/kumegawa/,yes,久米川 メンズエステ
13,東京都,parent,machida,町田・鶴川,,/machida/,yes,町田 メンズエステ
13,東京都,parent,meguro,目黒・武蔵小山,,/meguro/,yes,目黒 メンズエステ
13,東京都,parent,monnaka,門前仲町・東陽町,,/monnaka/,yes,門前仲町 メンズエステ
13,東京都,parent,nakano,中野・高円寺,,/nakano/,yes,中野 メンズエステ
13,東京都,parent,nerima,西武池袋線・練馬・江古田,,/nerima/,yes,西武池袋線 メンズエステ
13,東京都,parent,nihonbashi,日本橋・茅場町,,/nihonbashi/,yes,日本橋 メンズエステ
13,東京都,parent,nippori,鶯谷・日暮里,,/nippori/,yes,鶯谷 メンズエステ
13,東京都,parent,nishitokyo,西東京・東久留米・清瀬,,/nishitokyo/,yes,西東京 メンズエステ
13,東京都,parent,ogikubo,荻窪・阿佐ヶ谷,,/ogikubo/,yes,荻窪 メンズエステ
13,東京都,parent,okubo,大久保・高田馬場,,/okubo/,yes,大久保 メンズエステ
13,東京都,parent,ooyama,東武東上線・大山・下赤塚,,/ooyama/,yes,東武東上線 メンズエステ
13,東京都,parent,otsuka,大塚・巣鴨・駒込,,/otsuka/,yes,大塚 メンズエステ
13,東京都,parent,roppongi,六本木・麻布十番,,/roppongi/,yes,六本木 メンズエステ
13,東京都,parent,sangenjaya,三軒茶屋,,/sangenjaya/,yes,三軒茶屋 メンズエステ
13,東京都,parent,shakujii,西武新宿線・上石神井,,/shakujii/,yes,西武新宿線 メンズエステ
13,東京都,parent,shibuya,渋谷・代々木・原宿,,/shibuya/,yes,渋谷 メンズエステ
13,東京都,parent,shimokitazawa,小田急線沿線・下北沢,,/shimokitazawa/,yes,小田急線沿線 メンズエステ
13,東京都,parent,shinagawa,品川・田町・浜松町,,/shinagawa/,yes,品川 メンズエステ
13,東京都,parent,shinbashi,新橋,,/shinbashi/,yes,新橋 メンズエステ
13,東京都,parent,shinjuku,新宿,,/shinjuku/,yes,新宿 メンズエステ
13,東京都,parent,suidobashi,水道橋・御茶ノ水,,/suidobashi/,yes,水道橋 メンズエステ
13,東京都,parent,tachikawa,立川,,/tachikawa/,no,立川 メンズエステ
